player_id,player_name,date,sentiment_score,tweet_volume,likes,retweets,positive_pct,negative_pct,has_event,event_type
818850,Bilario Azizi (818850),2026-03-03,1.0,639,4690,615,0.42904180608409975,0.2665440364437338,False,none
818850,Bilario Azizi (818850),2026-02-01,1.0,688,13125,1314,0.8961057796456088,0.20437037740692915,False,injury
818850,Bilario Azizi (818850),2026-01-02,1.0,402,2149,440,0.5999304858576278,0.06166641580340386,False,injury
818850,Bilario Azizi (818850),2025-12-03,1.0,793,9517,2588,0.7401537692938899,0.16262481299238574,False,injury
818850,Bilario Azizi (818850),2025-11-03,1.0,786,13461,2166,0.44883605700319196,0.22105825662803924,False,goal_spree
818850,Bilario Azizi (818850),2025-10-04,1.0,413,7698,1168,0.731261142176991,0.12792776902235276,False,goal_spree
818850,Bilario Azizi (818850),2025-09-04,1.0,618,4803,1411,0.7875664116805573,0.2848747353910473,False,goal_spree
818850,Bilario Azizi (818850),2025-08-05,1.0,435,3453,376,0.5626651653816321,0.14716932242237052,False,goal_spree
818850,Bilario Azizi (818850),2025-07-06,1.0,731,7566,1181,0.6713480415791242,0.08523105624369066,False,goal_spree
818850,Bilario Azizi (818850),2025-06-06,1.0,708,4326,742,0.4579345297625649,0.2657758564688984,False,goal_spree
818850,Bilario Azizi (818850),2025-05-07,1.0,532,3167,513,0.5625916610133735,0.232401544584516,False,goal_spree
818850,Bilario Azizi (818850),2025-04-07,1.0,447,7017,1769,0.6806385987847481,0.24274179498864024,False,goal_spree
487832,Pietro Grassi (487832),2026-03-03,1.0,410,2713,288,0.7182052056318902,0.12858899526908169,True,goal_spree
487832,Pietro Grassi (487832),2026-02-01,0.6168935479075426,616,5383,980,0.7777755692715244,0.10719954137290562,False,goal_spree
487832,Pietro Grassi (487832),2026-01-02,0.6877164862431175,651,11146,2526,0.8357302950938589,0.25091801922477863,False,goal_spree
487832,Pietro Grassi (487832),2025-12-03,0.6662457490103079,630,8246,2156,0.8480456499617466,0.12950086874296596,False,goal_spree
487832,Pietro Grassi (487832),2025-11-03,0.6832696101450247,612,10961,1111,0.6553736512887829,0.15435275078719474,False,goal_spree
487832,Pietro Grassi (487832),2025-10-04,0.6721500560010041,374,3764,1086,0.5616014660103776,0.17969765543584154,False,goal_spree
487832,Pietro Grassi (487832),2025-09-04,0.6146269475675539,633,5555,1107,0.5504391549083849,0.1212101235943669,False,goal_spree
487832,Pietro Grassi (487832),2025-08-05,1.0,790,8820,940,0.5725356240133415,0.20858783617534093,True,goal_spree
487832,Pietro Grassi (487832),2025-07-06,0.7427348943017943,541,7514,872,0.5848272280307023,0.11053998456935647,False,goal_spree
487832,Pietro Grassi (487832),2025-06-06,0.9063897481096288,560,11060,1988,0.8082159366096919,0.2495862812461378,False,goal_spree
487832,Pietro Grassi (487832),2025-05-07,0.7117425747491003,636,6289,905,0.7555747662190089,0.25237526153492884,False,goal_spree
487832,Pietro Grassi (487832),2025-04-07,0.5892239220804498,348,6649,1193,0.6588756752637401,0.259427526476832,False,goal_spree
461086,Görkem Yagci (461086),2026-03-03,0.9402509586561254,598,9231,1345,0.4874774635479681,0.2955420858323589,False,goal_spree
461086,Görkem Yagci (461086),2026-02-01,0.6818663038946796,661,8840,2444,0.4943535541706897,0.11971783814804547,False,goal_spree
461086,Görkem Yagci (461086),2026-01-02,0.8648171109367813,688,12277,2220,0.8438850493804799,0.2627321121918782,False,goal_spree
461086,Görkem Yagci (461086),2025-12-03,0.9383190403966728,752,14742,2311,0.5526819301721968,0.17140343839655664,False,goal_spree
461086,Görkem Yagci (461086),2025-11-03,1.0,797,6088,630,0.6469468575917173,0.0947056773053322,False,goal_spree
461086,Görkem Yagci (461086),2025-10-04,0.9872360829768606,519,6818,1375,0.7181663090929478,0.11261545465139604,False,goal_spree
461086,Görkem Yagci (461086),2025-09-04,0.77946449675243,704,8659,2435,0.6171971827552143,0.1375196019236689,False,goal_spree
461086,Görkem Yagci (461086),2025-08-05,0.9893626064792146,489,6106,1309,0.7842770071531545,0.06090094293860844,False,goal_spree
