player_id,date,position,performance_rating,goals_assists,minutes_played,days_injured,social_sentiment_score,contract_duration_months,market_value,simulated_comment,vader_compound
1,2018-07-01,Defender,85.88,0,50,0,-0.013760000000000001,48,47539405.7,Jury is still out on him.,0.0
1,2018-07-01,Defender,86.33,0,313,0,0.30206,47,48366253.0,Transfer value skyrocketing!,0.4003
1,2018-08-01,Defender,85.11,0,132,0,0.14598,46,46810324.35,Solid if not spectacular.,0.1531
1,2018-09-01,Defender,91.55,0,130,0,0.43274,45,55512858.37,Transfer value skyrocketing!,0.4003
1,2018-10-01,Defender,89.37,0,0,27,0.24628000000000003,44,44319653.27,Absolute legend.,0.0
1,2018-11-01,Defender,82.62,0,241,0,0.01876,43,46874680.22,Club will never sell him.,0.0
1,2018-12-01,Defender,84.66,1,182,0,0.20836000000000002,42,52267129.96,Decent game.,0.0
1,2019-01-01,Defender,87.55,1,60,0,0.5812,41,51129240.98,Can't stop watching him play.,0.5086
1,2019-02-01,Defender,87.46,1,92,0,0.6861200000000001,40,51587599.73,Can't stop watching him play.,0.5086
1,2019-03-01,Defender,85.23,1,356,0,0.58166,39,50794226.8,Transfer value skyrocketing!,0.4003
1,2019-04-01,Defender,83.25,0,6,21,0.32224,38,44477680.02,Absolute legend.,0.0
1,2019-05-01,Defender,91.24,0,299,0,0.4,37,54585268.32,Club will never sell him.,0.0
1,2019-06-01,Defender,89.59,0,0,29,0.48412000000000005,36,42948165.95,Can't stop watching him play.,0.5086
1,2019-07-01,Defender,88.55,1,147,0,0.37888000000000005,35,54339056.41,Masterclass performance.,0.0
1,2019-08-01,Defender,86.51,0,352,0,0.39246,34,47469431.09,Superb form lately.,0.6249
1,2019-09-01,Defender,84.11,0,19,0,0.71932,33,50178698.62,Best player in the league!,0.6696
1,2019-10-01,Defender,84.22,0,248,0,0.51652,32,48212669.97,Best player in the league!,0.6696
1,2019-11-01,Defender,88.44,0,348,0,0.6929400000000001,31,50303879.71,What a fantastic performance!,0.5983
1,2019-12-01,Defender,84.91,1,132,0,0.07392,30,44941321.55,Workmanlike display.,0.0
1,2020-01-01,Defender,91.82,1,213,0,0.4,29,54134641.78,Club will never sell him.,0.0
1,2020-02-01,Defender,88.02,1,141,0,0.3243,28,51727568.17,Solid if not spectacular.,0.1531
1,2020-03-01,Defender,88.13,1,176,0,0.08136,27,50650788.4,Absolute legend.,0.0
1,2020-04-01,Defender,86.8,0,53,0,0.25612,26,49321792.3,Masterclass performance.,0.0
1,2020-05-01,Defender,85.7,0,167,0,0.07244,25,45649754.51,Absolute legend.,0.0
1,2020-06-01,Defender,94.1,0,45,25,0.46475999999999995,24,45309959.3,Could do better.,0.4404
1,2020-07-01,Defender,88.11,1,69,0,0.7213400000000001,23,46830079.72,What a fantastic performance!,0.5983
1,2020-08-01,Defender,93.39,0,220,0,0.26924000000000003,22,52396167.68,Club will never sell him.,0.0
1,2020-09-01,Defender,90.06,1,221,0,0.5559999999999999,21,52474935.92,Incredible skill and vision.,0.3102
1,2020-10-01,Defender,89.78,0,104,0,0.1312,20,47071202.89,Absolute legend.,0.0
1,2020-11-01,Defender,89.27,1,143,0,0.60558,19,49507881.1,Superb form lately.,0.6249
1,2020-12-01,Defender,89.31,0,147,0,0.4,18,51867204.45,Absolute legend.,0.0
1,2021-01-01,Defender,91.85,1,61,0,0.52368,17,52291973.14,Incredible skill and vision.,0.3102
1,2021-02-01,Defender,93.96,0,229,0,0.33704,16,49738322.47,Incredible skill and vision.,0.3102
1,2021-03-01,Defender,90.46,0,89,0,0.38212,15,47292184.6,Can't stop watching him play.,0.5086
1,2021-04-01,Defender,89.99,1,158,0,0.62754,14,51138262.39,Superb form lately.,0.6249
1,2021-05-01,Defender,90.59,1,222,0,0.28248,13,48923655.65,Jury is still out on him.,0.0
1,2021-06-01,Defender,92.71,1,244,0,0.647,12,48267741.14,Can't stop watching him play.,0.5086
1,2021-07-01,Defender,94.8,0,286,0,0.77494,11,50403817.87,Superb form lately.,0.6249
1,2021-08-01,Defender,88.72,0,19,0,0.60042,10,46279451.6,Superb form lately.,0.6249
1,2021-09-01,Defender,89.22,0,19,0,0.4454,9,47551951.61,Incredible skill and vision.,0.3102
1,2021-10-01,Defender,87.78,1,23,0,0.38414000000000004,8,45286312.65,Solid if not spectacular.,0.1531
1,2021-11-01,Defender,86.93,0,217,0,0.3869,7,42559123.31,Superb form lately.,0.6249
1,2021-12-01,Defender,95.4,1,46,0,0.17120000000000002,6,46529101.92,Absolute legend.,0.0
1,2022-01-01,Defender,94.94,1,56,0,0.26776,5,48126102.22,Masterclass performance.,0.0
1,2022-02-01,Defender,89.67,1,55,0,0.33516,4,44415106.2,Incredible skill and vision.,0.3102
1,2022-03-01,Defender,88.43,1,355,0,0.09344000000000001,3,43253719.58,Absolute legend.,0.0
1,2022-04-01,Defender,93.42,1,31,0,0.33478,2,45404277.97,Solid if not spectacular.,0.1531
1,2022-05-01,Defender,88.42,1,144,0,0.56842,1,44903802.94,What a fantastic performance!,0.5983
1,2022-06-01,Defender,93.62,1,135,14,0.58014,0,42158599.6,Transfer value skyrocketing!,0.4003
1,2022-07-01,Defender,88.67,0,284,0,0.77,0,44264316.74,Best player in the league!,0.6696
1,2022-08-01,Defender,97.98,1,105,0,0.6407200000000001,0,45855999.18,Can't stop watching him play.,0.5086
1,2022-09-01,Defender,96.06,0,125,0,0.80176,0,46131041.86,Best player in the league!,0.6696
1,2022-10-01,Defender,92.87,0,237,0,0.70516,0,45407929.99,Can't stop watching him play.,0.5086
1,2022-11-01,Defender,92.21,1,70,0,0.21062000000000003,0,43818896.91,Solid if not spectacular.,0.1531
1,2022-12-01,Defender,98.2,1,327,0,0.6123000000000001,0,47451453.94,What a fantastic performance!,0.5983
1,2023-01-01,Defender,91.74,1,46,0,0.08248,0,41323742.11,Club will never sell him.,0.0
1,2023-02-01,Defender,90.36,0,328,0,0.46832000000000007,0,41551136.2,Can't stop watching him play.,0.5086
1,2023-03-01,Defender,94.23,0,360,0,0.5325200000000001,0,45572311.24,Can't stop watching him play.,0.5086
1,2023-04-01,Defender,98.16,0,0,20,0.4,0,44561745.39,Club will never sell him.,0.0
1,2023-05-01,Defender,88.56,0,193,0,0.19892,0,41922251.12,Average performance.,0.0
1,2023-06-01,Defender,95.59,0,85,0,0.70516,0,44260754.86,Can't stop watching him play.,0.5086
1,2023-07-01,Defender,94.09,0,255,0,0.77494,0,45574777.01,Superb form lately.,0.6249
1,2023-08-01,Defender,94.23,1,284,0,0.6563,0,43902981.37,Superb form lately.,0.6249
1,2023-09-01,Defender,97.74,1,340,0,0.4,0,45111966.27,Average performance.,0.0
1,2023-10-01,Defender,96.34,0,0,7,0.5909800000000001,0,41211721.39,What a fantastic performance!,0.5983
1,2023-11-01,Defender,96.28,0,71,0,0.58612,0,44005614.68,Incredible skill and vision.,0.3102
1,2023-12-01,Defender,94.15,0,231,0,0.58762,0,42901027.21,Superb form lately.,0.6249
1,2024-01-01,Defender,93.21,0,285,0,0.43457999999999997,0,42684979.66,Transfer value skyrocketing!,0.4003
1,2024-01-01,Defender,95.92,1,198,0,0.60114,0,43309291.14,Superb form lately.,0.6249
1,2024-03-01,Defender,94.74,1,345,0,0.19612000000000002,0,40333740.57,Absolute legend.,0.0
1,2024-03-01,Defender,95.03,0,35,0,0.28944000000000003,0,45172815.59,Absolute legend.,0.0
1,2024-04-01,Defender,98.71,1,221,0,0.3017,0,44035456.15,Solid if not spectacular.,0.1531
2,2018-07-01,Forward,61.44,4,50,0,-0.0608,48,5221285.7,Not the same player anymore.,0.0
2,2018-07-01,Forward,67.77,5,14,0,-0.03806,47,5755459.1,Not worth the hype.,-0.1695
2,2018-08-01,Forward,64.93,0,250,0,-0.32334,46,5405180.95,Not worth the hype.,-0.1695
2,2018-09-01,Forward,64.37,5,312,0,-0.5313399999999999,45,5402351.76,Badly out of form.,-0.4767
2,2018-10-01,Forward,66.08,2,221,0,-0.050760000000000007,44,5516713.38,Not the same player anymore.,0.0
2,2018-11-01,Forward,64.1,4,335,0,-0.42962,43,5610505.71,Badly out of form.,-0.4767
2,2018-12-01,Forward,68.58,1,348,0,-0.26586,42,6049236.5,Badly out of form.,-0.4767
2,2019-01-01,Forward,60.82,1,251,0,-0.027559999999999973,41,5236993.76,Transfer value dropping fast.,0.34
2,2019-02-01,Forward,63.35,5,58,0,-0.33193999999999996,40,5279776.14,Always getting injured.,-0.4019
2,2019-03-01,Forward,62.75,4,0,8,-0.37013999999999997,39,5124891.37,Waste of money.,-0.4215
2,2019-04-01,Forward,65.54,2,196,0,-0.29458,38,5814135.78,Terrible performance today.,-0.4767
2,2019-05-01,Forward,60.86,4,120,0,-0.31556000000000006,37,5088399.8,Decent game.,0.0
2,2019-06-01,Forward,71.65,4,221,0,-0.40156000000000003,36,5441381.51,Huge disappointment.,-0.25
2,2019-07-01,Forward,66.53,3,141,0,0.27262,35,5132291.95,Superb form lately.,0.6249
2,2019-08-01,Forward,69.5,1,102,0,0.01364,34,5882024.33,Masterclass performance.,0.0
2,2019-09-01,Forward,68.72,5,103,0,-0.5747,33,5255610.07,Badly out of form.,-0.4767
2,2019-10-01,Forward,69.8,1,151,0,-0.11155999999999999,32,5803020.46,Club will never sell him.,0.0
2,2019-11-01,Forward,69.68,0,314,0,-0.40774,31,5746274.28,Always getting injured.,-0.4019
2,2019-12-01,Forward,67.32,0,290,0,-0.16808,30,5531957.76,Huge disappointment.,-0.25
2,2020-01-01,Forward,66.68,0,337,0,0.09621999999999997,29,5009856.43,Superb form lately.,0.6249
2,2020-02-01,Forward,67.01,2,313,0,-0.043680000000000004,28,5762682.7,Masterclass performance.,0.0
2,2020-03-01,Forward,71.29,3,329,0,0.09256,27,6028569.57,Should be benched.,0.0
2,2020-04-01,Forward,65.38,0,112,0,-0.20622000000000001,26,5392679.56,Not worth the hype.,-0.1695
2,2020-05-01,Forward,66.07,3,5,0,0.10745999999999997,25,5306952.48,Transfer value skyrocketing!,0.4003
2,2020-06-01,Forward,69.46,0,78,0,0.07820000000000002,24,5501288.67,Transfer value dropping fast.,0.34
2,2020-07-01,Forward,67.66,1,250,0,0.29555999999999993,23,5075785.13,Best player in the league!,0.6696
2,2020-08-01,Forward,65.45,4,273,0,-0.07236000000000001,22,5165843.98,Decent game.,0.0
2,2020-09-01,Forward,67.46,0,239,0,0.21136000000000005,21,5263123.59,Can't stop watching him play.,0.5086
2,2020-10-01,Forward,65.18,5,99,0,0.08315999999999996,20,4893760.88,Best player in the league!,0.6696
2,2020-11-01,Forward,67.34,2,159,0,-0.29178,19,5349987.11,Badly out of form.,-0.4767
2,2020-12-01,Forward,72.93,0,55,0,0.09348000000000001,18,5589462.67,Not the same player anymore.,0.0
2,2021-01-01,Forward,65.07,1,133,0,-0.018240000000000003,17,5212318.69,Decent game.,0.0
2,2021-02-01,Forward,65.51,4,0,0,-0.27656000000000003,16,4836306.44,Masterclass performance.,0.0
2,2021-03-01,Forward,71.3,3,90,0,-0.51878,15,5342034.5,Terrible performance today.,-0.4767
2,2021-04-01,Forward,71.15,0,47,0,0.39270000000000005,14,5657456.33,What a fantastic performance!,0.5983
2,2021-05-01,Forward,71.07,2,92,0,0.06802000000000001,13,5694840.53,Solid if not spectacular.,0.1531
2,2021-06-01,Forward,74.09,2,196,0,-0.11528000000000001,12,5475785.65,Workmanlike display.,0.0
2,2021-07-01,Forward,66.11,0,144,0,-0.13532000000000005,11,4343580.71,Transfer value dropping fast.,0.34
2,2021-08-01,Forward,67.76,1,120,0,0.29912,10,4823427.9,Could do better.,0.4404
2,2021-09-01,Forward,68.04,3,94,0,-0.028400000000000036,9,4707686.16,Could do better.,0.4404
2,2021-10-01,Forward,69.95,2,230,9,0.2348,8,4765756.67,Transfer value dropping fast.,0.34
2,2021-11-01,Forward,70.18,4,278,0,0.3192,7,5396480.31,Could do better.,0.4404
2,2021-12-01,Forward,66.96,3,1,0,0.42955999999999994,6,4773297.28,Best player in the league!,0.6696
2,2022-01-01,Forward,65.42,4,193,0,-0.0634,5,4562336.85,Absolute legend.,0.0
2,2022-02-01,Forward,72.73,1,164,0,0.5282,4,5813228.22,Best player in the league!,0.6696
2,2022-03-01,Forward,75.05,4,265,0,-0.15281999999999996,3,5885858.32,Waste of money.,-0.4215
2,2022-04-01,Forward,75.18,1,88,0,-0.21877999999999995,2,5371787.55,Waste of money.,-0.4215
2,2022-05-01,Forward,70.64,2,301,0,-0.23336,1,5010581.83,Average performance.,0.0
2,2022-06-01,Forward,67.8,2,100,0,-0.12244,0,4583777.25,Decent game.,0.0
2,2022-07-01,Forward,70.12,0,200,0,0.14272,0,4919676.86,Can't stop watching him play.,0.5086
2,2022-08-01,Forward,70.97,1,43,0,-0.07572,0,4979509.2,Huge disappointment.,-0.25
2,2022-09-01,Forward,73.74,1,50,0,-0.22714,0,5219226.18,Terrible performance today.,-0.4767
2,2022-10-01,Forward,70.76,0,137,0,0.05496,0,5020603.75,Workmanlike display.,0.0
2,2022-11-01,Forward,67.93,3,13,0,-0.2308,0,4674091.8,Jury is still out on him.,0.0
2,2022-12-01,Forward,67.31,4,163,0,-0.044000000000000004,0,4836724.91,Average performance.,0.0
2,2023-01-01,Forward,74.28,5,87,0,-0.43745999999999996,0,4698404.96,Always getting injured.,-0.4019
2,2023-02-01,Forward,71.47,5,342,0,0.33082,0,4955771.57,What a fantastic performance!,0.5983
2,2023-03-01,Forward,74.2,4,233,0,0.03774000000000001,0,4891827.76,Solid if not spectacular.,0.1531
2,2023-04-01,Forward,76.65,4,135,0,-0.37070000000000003,0,5428048.83,Terrible performance today.,-0.4767
2,2023-05-01,Forward,67.46,2,271,0,0.05334,0,4467146.88,What a fantastic performance!,0.5983
2,2023-06-01,Forward,74.23,5,160,0,0.18284,0,5052885.99,Jury is still out on him.,0.0
2,2023-07-01,Forward,68.47,5,342,0,-0.22268,0,4179341.67,Not the same player anymore.,0.0
2,2023-08-01,Forward,76.93,3,86,0,-0.12143999999999999,0,5091977.09,Not the same player anymore.,0.0
2,2023-09-01,Forward,71.33,0,0,13,0.025160000000000002,0,4404103.11,Club will never sell him.,0.0
2,2023-10-01,Forward,72.15,4,264,0,-0.19676000000000002,0,4707805.66,Absolute legend.,0.0
2,2023-11-01,Forward,76.24,3,78,0,-0.22773999999999997,0,4932669.93,Always getting injured.,-0.4019
2,2023-12-01,Forward,76.97,5,222,0,-0.22002,0,5111467.38,Terrible performance today.,-0.4767
2,2024-01-01,Forward,75.31,0,12,0,-0.35617999999999994,0,4628880.89,Waste of money.,-0.4215
2,2024-01-01,Forward,78.03,3,0,23,-0.10167999999999999,0,4593281.87,Absolute legend.,0.0
2,2024-03-01,Forward,77.75,0,0,22,-0.19738,0,4635772.31,Not worth the hype.,-0.1695
2,2024-03-01,Forward,70.65,1,99,0,-0.49282000000000004,0,4420673.78,Terrible performance today.,-0.4767
2,2024-04-01,Forward,72.17,3,135,0,0.13624,0,4744707.44,Club will never sell him.,0.0
3,2018-07-01,Goalkeeper,71.11,1,70,0,0.0748,48,5724624.1,Absolute legend.,0.0
3,2018-07-01,Goalkeeper,75.32,0,289,0,0.1829,47,5305764.54,What a fantastic performance!,0.5983
3,2018-08-01,Goalkeeper,72.07,0,228,0,0.09948000000000001,46,5802859.64,Decent game.,0.0
3,2018-09-01,Goalkeeper,70.67,0,114,0,0.21122,45,5000408.13,Superb form lately.,0.6249
3,2018-10-01,Goalkeeper,66.72,1,275,0,-0.15548,44,4976035.23,Should be benched.,0.0
3,2018-11-01,Goalkeeper,71.09,0,253,0,-0.1043,43,5474455.73,Not worth the hype.,-0.1695
3,2018-12-01,Goalkeeper,66.65,0,338,0,-0.35862,42,5272012.66,Terrible performance today.,-0.4767
3,2019-01-01,Goalkeeper,67.19,0,127,0,-0.24609999999999999,41,5401198.26,Badly out of form.,-0.4767
3,2019-02-01,Goalkeeper,65.7,1,55,0,-0.23968,40,4954521.9,Huge disappointment.,-0.25
3,2019-03-01,Goalkeeper,74.69,0,197,0,0.04578000000000001,39,5413670.58,Solid if not spectacular.,0.1531
3,2019-04-01,Goalkeeper,73.78,1,254,0,-0.16484,38,5435738.07,Huge disappointment.,-0.25
3,2019-05-01,Goalkeeper,67.13,0,357,0,0.00472,37,5007515.31,Not the same player anymore.,0.0
3,2019-06-01,Goalkeeper,67.28,0,73,0,-0.07254,36,4900890.68,Not worth the hype.,-0.1695
3,2019-07-01,Goalkeeper,71.33,0,17,0,-0.13276,35,5131657.72,Workmanlike display.,0.0
3,2019-08-01,Goalkeeper,72.46,1,0,29,-0.41809999999999997,34,4219873.09,Waste of money.,-0.4215
3,2019-09-01,Goalkeeper,66.93,1,249,0,-0.41844000000000003,33,4382636.98,Huge disappointment.,-0.25
3,2019-10-01,Goalkeeper,74.47,1,119,7,0.04684,32,5542803.45,Average performance.,0.0
