player_id,date,position,performance_rating,goals_assists,minutes_played,days_injured,social_sentiment_score,contract_duration_months,market_value
1,2018-07-01,Goalkeeper,68.05,1,218,0,-0.2297,48,6394135.02
1,2018-07-01,Goalkeeper,67.25,1,255,0,-0.2402,47,5903076.62
1,2018-08-01,Goalkeeper,67.23,1,219,0,-0.4061,46,5848380.35
1,2018-09-01,Goalkeeper,66.89,0,237,0,-0.2897,45,5342297.21
1,2018-10-01,Goalkeeper,69.4,0,255,0,-0.2257,44,5753756.02
1,2018-11-01,Goalkeeper,69.18,1,235,0,-0.205,43,6269557.95
1,2018-12-01,Goalkeeper,68.95,0,229,0,-0.3006,42,5451215.66
1,2019-01-01,Goalkeeper,67.61,1,226,0,-0.2415,41,5861872.33
1,2019-02-01,Goalkeeper,68.06,0,242,0,-0.3497,40,5538202.57
1,2019-03-01,Goalkeeper,68.81,0,249,0,-0.1577,39,5792161.61
1,2019-04-01,Goalkeeper,68.76,0,240,0,-0.1623,38,5311537.25
1,2019-05-01,Goalkeeper,68.1,1,178,8,-0.2754,37,4842566.17
1,2019-06-01,Goalkeeper,67.85,0,223,0,-0.3449,36,4894845.96
1,2019-07-01,Goalkeeper,68.1,0,86,14,-0.2886,35,3529860.33
1,2019-08-01,Goalkeeper,67.27,1,219,0,-0.3287,34,5072531.65
1,2019-09-01,Goalkeeper,70.06,0,260,0,-0.2319,33,5446859.1
1,2019-10-01,Goalkeeper,69.95,0,231,0,-0.2057,32,5092224.23
1,2019-11-01,Goalkeeper,67.19,1,253,0,-0.2585,31,5051559.46
1,2019-12-01,Goalkeeper,66.93,0,237,0,-0.3413,30,4438494.64
1,2020-01-01,Goalkeeper,69.7,1,257,0,-0.2889,29,5705924.01
1,2020-02-01,Goalkeeper,68.75,1,234,0,-0.3148,28,5470663.95
1,2020-03-01,Goalkeeper,69.89,0,242,0,-0.2966,27,5285164.19
1,2020-04-01,Goalkeeper,68.16,0,253,0,-0.2036,26,4967894.71
1,2020-05-01,Goalkeeper,67.64,0,218,0,-0.3498,25,4524646.69
1,2020-06-01,Goalkeeper,69.96,1,256,0,-0.2891,24,5483888.23
1,2020-07-01,Goalkeeper,71.24,1,250,0,-0.1688,23,5712462.46
1,2020-08-01,Goalkeeper,69.84,1,224,0,-0.1556,22,5047353.08
1,2020-09-01,Goalkeeper,68.55,1,258,0,-0.1745,21,4994332.34
1,2020-10-01,Goalkeeper,69.78,1,235,0,-0.2424,20,5287703.53
1,2020-11-01,Goalkeeper,71.51,0,257,0,-0.0717,19,5177859.08
1,2020-12-01,Goalkeeper,67.99,0,238,0,-0.1852,18,4398891.99
1,2021-01-01,Goalkeeper,69.28,1,29,21,-0.2107,17,2846324.5
1,2021-02-01,Goalkeeper,68.91,0,234,0,-0.3029,16,4669588.09
1,2021-03-01,Goalkeeper,67.99,0,241,0,-0.374,15,4155110.07
1,2021-04-01,Goalkeeper,71.5,0,242,0,-0.1294,14,5021972.05
1,2021-05-01,Goalkeeper,69.79,1,229,0,-0.1159,13,4984160.74
1,2021-06-01,Goalkeeper,69.05,0,257,0,-0.1425,12,4060572.5
1,2021-07-01,Goalkeeper,70.51,0,228,0,-0.1429,11,4264823.38
1,2021-08-01,Goalkeeper,71.79,1,268,0,-0.0299,10,5049190.89
1,2021-09-01,Goalkeeper,70.31,1,0,27,-0.1027,9,2160606.49
