player_id,date,performance_rating,goals_assists,minutes_played,days_injured,social_sentiment_score,contract_duration_months,market_value,perf_trend_3m,goals_trend_3m,cumulative_days_injured,position_Forward,position_Goalkeeper,position_Midfielder,market_value_scaled
1,2018-07-01,0.25607235142118867,0.1,0.6106442577030813,0.0,0.29042924131297343,1.0,6394135.02,0.24890676928458988,0.037037037037037035,0.0,False,True,False,0.10892253660707674
1,2018-07-01,0.2354005167958657,0.1,0.7142857142857143,0.0,0.2841168690633642,0.9791666666666666,5903076.62,0.2384117544166524,0.07407407407407407,0.0,False,True,False,0.09840325486480048
1,2018-08-01,0.2348837209302328,0.1,0.6134453781512605,0.0,0.18438138751953825,0.9583333333333333,5848380.35,0.23473849921287404,0.1111111111111111,0.0,False,True,False,0.09723157044929795
1,2018-09-01,0.2260981912144704,0.0,0.6638655462184874,0.0,0.2543585427437778,0.9375,5342297.21,0.22459331817386752,0.07407407407407407,0.0,False,True,False,0.08639043396802434
1,2018-10-01,0.2909560723514215,0.0,0.7142857142857143,0.0,0.29283395455091976,0.9166666666666666,5753756.02,0.2433968864789231,0.037037037037037035,0.0,False,True,False,0.095204561061119
1,2018-11-01,0.2852713178294577,0.1,0.6582633053221288,0.0,0.3052783455572923,0.8958333333333333,6269557.95,0.26045128563932174,0.037037037037037035,0.0,False,True,False,0.10625389007143604
1,2018-12-01,0.2793281653746771,0.0,0.6414565826330533,0.0,0.2478056991703739,0.875,5451215.66,0.27846772782928153,0.037037037037037035,0.0,False,True,False,0.08872364700843263
1,2019-01-01,0.24470284237726103,0.1,0.6330532212885154,0.0,0.28333533726103155,0.8541666666666666,5861872.33,0.26281266398460734,0.07407407407407407,0.0,False,True,False,0.09752059093826862
1,2019-02-01,0.25633074935400524,0.0,0.6778711484593838,0.0,0.21828784417458214,0.8333333333333333,5538202.57,0.2530173167745322,0.037037037037037035,0.0,False,True,False,0.09058705024963579
1,2019-03-01,0.2757105943152456,0.0,0.6974789915966386,0.0,0.33371407959600813,0.8125,5792161.61,0.2517928983732731,0.037037037037037035,0.0,False,True,False,0.09602727221255915
1,2019-04-01,0.27441860465116297,0.0,0.6722689075630253,0.0,0.33094865937236984,0.7916666666666666,5311537.25,0.26185062095504663,0.0,0.0,False,True,False,0.085731504835316
1,2019-05-01,0.2573643410852713,0.1,0.49859943977591037,0.26666666666666666,0.26295539256943606,0.7708333333333333,4842566.17,0.2622004547839776,0.037037037037037035,0.029197080291970802,False,True,False,0.07568536995706203
1,2019-06-01,0.25090439276485776,0.0,0.6246498599439776,0.0,0.2211735000601178,0.75,4894845.96,0.25380444288962756,0.037037037037037035,0.029197080291970802,False,True,False,0.07680528938097787
1,2019-07-01,0.2573643410852713,0.0,0.24089635854341737,0.4666666666666667,0.255019838884213,0.7291666666666666,3529860.33,0.24803218471226174,0.037037037037037035,0.08029197080291971,False,True,False,0.04756504338146239
1,2019-08-01,0.23591731266149862,0.1,0.6134453781512605,0.0,0.23091258867380063,0.7083333333333333,5072531.65,0.240773132761938,0.037037037037037035,0.08029197080291971,False,True,False,0.0806116102476625
1,2019-09-01,0.30801033591731275,0.0,0.7282913165266106,0.0,0.2891066490321029,0.6875,5446859.1,0.26010145181039035,0.037037037037037035,0.08029197080291971,False,True,False,0.0886303222998702
1,2019-10-01,0.30516795865633095,0.0,0.6470588235294118,0.0,0.30485752074065164,0.6666666666666666,5092224.23,0.27628126639846085,0.037037037037037035,0.08029197080291971,False,True,False,0.08103345782679426
1,2019-11-01,0.23385012919896653,0.1,0.7086834733893558,0.0,0.27311530599975953,0.6458333333333333,5051559.46,0.2755815987405983,0.037037037037037035,0.08029197080291971,False,True,False,0.08016235130949435
1,2019-12-01,0.22713178294573666,0.0,0.6638655462184874,0.0,0.22333774197426953,0.625,4438494.64,0.24820710162672732,0.037037037037037035,0.08029197080291971,False,True,False,0.06702949059912285
1,2020-01-01,0.29870801033591743,0.1,0.7198879551820728,0.0,0.254839485391367,0.6041666666666666,5705924.01,0.24602064019590708,0.07407407407407407,0.08029197080291971,False,True,False,0.09417992042878408
1,2020-02-01,0.2741602067183464,0.1,0.6554621848739496,0.0,0.23926896717566426,0.5833333333333333,5470663.95,0.25966415952422595,0.07407407407407407,0.08029197080291971,False,True,False,0.08914026149240337
1,2020-03-01,0.30361757105943155,0.0,0.6778711484593838,0.0,0.2502104124083203,0.5625,5285164.19,0.28555186286513945,0.07407407407407407,0.08029197080291971,False,True,False,0.08516655034406617
1,2020-04-01,0.25891472868217047,0.0,0.7086834733893558,0.0,0.3061199951905735,0.5416666666666666,4967894.71,0.2720832604512855,0.037037037037037035,0.08029197080291971,False,True,False,0.07837011422089733
