player_id,date,position,performance_rating,goals_assists,minutes_played,days_injured,social_sentiment_score,contract_duration_months,market_value,simulated_comment,vader_compound
1,2018-07-01,Midfielder,74.53,2,121,0,0.22870000000000001,48,39367966.51,Solid if not spectacular.,0.1531
1,2018-07-01,Midfielder,69.82,3,83,0,-0.32552000000000003,47,33917972.91,Huge disappointment.,-0.25
1,2018-08-01,Midfielder,74.27,1,138,0,-0.44646,46,37639548.04,Badly out of form.,-0.4767
1,2018-09-01,Midfielder,68.5,0,308,0,-0.2993,45,32844034.51,Not worth the hype.,-0.1695
1,2018-10-01,Midfielder,77.18,1,135,0,0.09194000000000001,44,41224509.06,Solid if not spectacular.,0.1531
1,2018-11-01,Midfielder,77.65,4,198,0,0.10924,43,40186107.51,Transfer value dropping fast.,0.34
1,2018-12-01,Midfielder,72.11,0,171,0,-0.19932000000000002,42,35574525.39,Should be benched.,0.0
1,2019-01-01,Midfielder,68.3,5,0,17,-0.12048000000000002,41,30030881.81,Jury is still out on him.,0.0
1,2019-02-01,Midfielder,68.66,5,0,29,-0.48222,40,29451268.8,Waste of money.,-0.4215
1,2019-03-01,Midfielder,73.45,4,270,0,0.017979999999999968,39,33930147.99,Transfer value skyrocketing!,0.4003
1,2019-04-01,Midfielder,72.58,4,235,0,-0.045200000000000004,38,36440650.34,Should be benched.,0.0
1,2019-05-01,Midfielder,74.64,3,256,0,0.0054800000000000005,37,37872151.3,Jury is still out on him.,0.0
1,2019-06-01,Midfielder,69.88,5,346,0,-0.057559999999999986,36,36340976.33,Huge disappointment.,-0.25
1,2019-07-01,Midfielder,75.1,4,268,0,0.26539999999999997,35,38244057.7,Could do better.,0.4404
1,2019-08-01,Midfielder,75.86,3,146,0,0.17476000000000003,34,36160843.69,Transfer value dropping fast.,0.34
1,2019-09-01,Midfielder,78.23,2,125,0,0.21592,33,39019370.77,Masterclass performance.,0.0
1,2019-10-01,Midfielder,71.95,3,95,0,0.0022800000000000003,32,33708812.98,Absolute legend.,0.0
1,2019-11-01,Midfielder,71.99,3,112,0,-0.06899999999999999,31,36087808.06,Absolute legend.,0.0
1,2019-12-01,Midfielder,78.47,5,98,0,0.047,30,37939990.17,Masterclass performance.,0.0
1,2020-01-01,Midfielder,72.78,0,36,0,0.4891,29,35818404.21,Superb form lately.,0.6249
1,2020-02-01,Midfielder,71.72,3,241,0,0.09000000000000002,28,33139129.2,Can't stop watching him play.,0.5086
1,2020-03-01,Midfielder,74.42,3,75,0,-0.02868,27,34537458.59,Absolute legend.,0.0
1,2020-04-01,Midfielder,72.17,4,140,0,-0.19676000000000002,26,32539571.27,Club will never sell him.,0.0
1,2020-05-01,Midfielder,75.2,4,264,0,-0.0712,25,37310814.22,Decent game.,0.0
1,2020-06-01,Midfielder,79.35,4,0,11,0.293,24,35251168.26,Could do better.,0.4404
1,2020-07-01,Midfielder,76.55,2,318,0,0.04968,23,34038793.18,Transfer value dropping fast.,0.34
1,2020-08-01,Midfielder,80.45,3,192,0,0.63508,22,37282552.85,Best player in the league!,0.6696
1,2020-09-01,Midfielder,78.95,3,8,0,0.23072,21,39578701.78,Absolute legend.,0.0
1,2020-10-01,Midfielder,75.09,2,87,0,0.18228,20,36761787.71,Not the same player anymore.,0.0
1,2020-11-01,Midfielder,72.83,3,38,0,0.022600000000000002,19,34057209.74,Not the same player anymore.,0.0
1,2020-12-01,Midfielder,72.33,0,52,0,-0.31862,18,33311745.63,Terrible performance today.,-0.4767
1,2021-01-01,Midfielder,72.71,4,180,0,0.13368,17,35413302.99,Jury is still out on him.,0.0
1,2021-02-01,Midfielder,77.99,2,0,17,0.38856,16,33479788.15,Transfer value dropping fast.,0.34
1,2021-03-01,Midfielder,72.87,3,138,0,-0.3383,15,31398751.79,Always getting injured.,-0.4019
1,2021-04-01,Midfielder,73.41,4,186,0,0.014819999999999972,14,32674518.84,Transfer value skyrocketing!,0.4003
1,2021-05-01,Midfielder,76.84,0,318,0,-0.13238,13,35876002.46,Badly out of form.,-0.4767
1,2021-06-01,Midfielder,75.67,2,307,0,0.19172,12,35582681.52,Club will never sell him.,0.0
1,2021-07-01,Midfielder,80.68,3,20,0,0.4231,11,35876806.16,Superb form lately.,0.6249
1,2021-08-01,Midfielder,81.11,4,317,0,0.2198,10,38254186.81,Workmanlike display.,0.0
1,2021-09-01,Midfielder,81.23,2,146,0,0.22152,9,37282941.61,Club will never sell him.,0.0
1,2021-10-01,Midfielder,74.01,2,239,0,-0.38898,8,30628857.41,Badly out of form.,-0.4767
1,2021-11-01,Midfielder,74.25,1,307,0,0.42618,7,34289760.51,Transfer value skyrocketing!,0.4003
1,2021-12-01,Midfielder,72.92,3,192,0,-0.028720000000000002,6,30853551.46,Decent game.,0.0
1,2022-01-01,Midfielder,82.09,5,149,0,0.40368000000000004,5,36346036.09,Can't stop watching him play.,0.5086
1,2022-02-01,Midfielder,80.3,2,4,16,0.19672000000000003,4,31061886.26,Can't stop watching him play.,0.5086
1,2022-03-01,Midfielder,73.24,0,352,0,0.47947999999999996,3,31675993.01,Best player in the league!,0.6696
1,2022-04-01,Midfielder,72.93,3,356,0,0.16791999999999996,2,31683279.6,Could do better.,0.4404
1,2022-05-01,Midfielder,80.69,1,254,0,0.24904000000000004,1,36318238.22,Can't stop watching him play.,0.5086
1,2022-06-01,Midfielder,79.82,2,293,0,0.46394,0,33182879.45,Superb form lately.,0.6249
1,2022-07-01,Midfielder,78.14,5,26,0,0.5233,0,33448117.81,Superb form lately.,0.6249
1,2022-08-01,Midfielder,78.59,1,159,0,0.05026000000000001,0,31898315.37,Solid if not spectacular.,0.1531
1,2022-09-01,Midfielder,78.84,5,217,0,-0.08624000000000001,0,31196230.61,Masterclass performance.,0.0
1,2022-10-01,Midfielder,82.23,0,105,0,0.50642,0,35544197.34,What a fantastic performance!,0.5983
1,2022-11-01,Midfielder,82.65,2,202,0,0.15888000000000002,0,34006950.27,Masterclass performance.,0.0
1,2022-12-01,Midfielder,76.07,3,28,0,-0.20725999999999997,0,32059273.42,Always getting injured.,-0.4019
1,2023-01-01,Midfielder,82.0,1,349,0,0.1372,0,32355317.15,Incredible skill and vision.,0.3102
1,2023-02-01,Midfielder,81.26,2,76,0,0.6375,0,35707999.78,Superb form lately.,0.6249
1,2023-03-01,Midfielder,80.67,4,180,0,0.5735,0,33274205.14,Superb form lately.,0.6249
1,2023-04-01,Midfielder,76.15,4,31,0,0.09732000000000002,0,31436385.59,Transfer value dropping fast.,0.34
1,2023-05-01,Midfielder,76.41,1,304,0,0.48354,0,32248618.33,Superb form lately.,0.6249
1,2023-06-01,Midfielder,80.75,3,90,0,-0.028160000000000004,0,31359451.55,Workmanlike display.,0.0
1,2023-07-01,Midfielder,81.95,0,215,0,-0.0432,0,29655696.85,Average performance.,0.0
1,2023-08-01,Midfielder,75.78,3,349,0,0.29364,0,30146223.43,Transfer value dropping fast.,0.34
1,2023-09-01,Midfielder,84.91,1,130,0,0.10036,0,32572905.82,Jury is still out on him.,0.0
1,2023-10-01,Midfielder,79.24,2,233,0,0.33531999999999995,0,30771506.5,Best player in the league!,0.6696
1,2023-11-01,Midfielder,81.29,3,248,0,0.0378,0,30499294.08,Masterclass performance.,0.0
1,2023-12-01,Midfielder,75.82,2,153,0,0.020040000000000002,0,28638836.85,Masterclass performance.,0.0
1,2024-01-01,Midfielder,77.9,3,20,0,-0.36826,0,30157426.95,Waste of money.,-0.4215
1,2024-01-01,Midfielder,77.6,0,115,0,-0.13765999999999998,0,32230288.59,Terrible performance today.,-0.4767
1,2024-03-01,Midfielder,84.69,0,0,29,0.20151999999999998,0,28397289.51,Incredible skill and vision.,0.3102
1,2024-03-01,Midfielder,79.34,1,149,0,0.42811999999999995,0,32206960.2,Incredible skill and vision.,0.3102
1,2024-04-01,Midfielder,76.32,2,41,0,0.10200000000000001,0,28827490.94,Transfer value dropping fast.,0.34
2,2018-07-01,Forward,86.81,5,317,0,0.46758,48,39680977.16,Transfer value skyrocketing!,0.4003
2,2018-07-01,Forward,82.62,4,320,0,0.18992,47,39196229.55,Average performance.,0.0
2,2018-08-01,Forward,79.15,3,139,0,0.32667999999999997,46,34729201.14,Could do better.,0.4404
2,2018-09-01,Forward,83.34,5,224,0,0.3374,45,38477168.29,Incredible skill and vision.,0.3102
2,2018-10-01,Forward,83.73,1,144,0,-0.023960000000000002,44,37591249.45,Absolute legend.,0.0
2,2018-11-01,Forward,78.39,5,290,0,0.02248,43,37050105.59,Club will never sell him.,0.0
2,2018-12-01,Forward,83.83,2,330,0,0.09340000000000001,42,37830735.16,Jury is still out on him.,0.0
2,2019-01-01,Forward,78.79,2,310,0,-0.08168,41,34987376.37,Club will never sell him.,0.0
2,2019-02-01,Forward,85.16,5,43,0,0.03572,40,40508867.19,Club will never sell him.,0.0
2,2019-03-01,Forward,78.96,5,201,0,0.133,39,38538400.24,Masterclass performance.,0.0
2,2019-04-01,Forward,85.85,4,160,0,0.34356000000000003,38,44301920.32,Absolute legend.,0.0
2,2019-05-01,Forward,87.75,3,37,0,0.61574,37,41318819.39,Superb form lately.,0.6249
2,2019-06-01,Forward,83.92,1,322,0,0.08036,36,36640850.25,Masterclass performance.,0.0
2,2019-07-01,Forward,88.07,2,111,0,0.4,35,43355834.1,Club will never sell him.,0.0
2,2019-08-01,Forward,82.57,5,227,0,0.36676,34,33741378.99,Best player in the league!,0.6696
2,2019-09-01,Forward,89.21,4,25,0,0.54898,33,39928465.47,What a fantastic performance!,0.5983
2,2019-10-01,Forward,80.81,3,32,0,0.18172,32,36266548.4,Absolute legend.,0.0
2,2019-11-01,Forward,87.4,5,302,0,0.5388200000000001,31,38210767.01,What a fantastic performance!,0.5983
2,2019-12-01,Forward,87.82,2,252,0,0.6053200000000001,30,41547495.44,Can't stop watching him play.,0.5086
2,2020-01-01,Forward,88.82,5,138,0,0.298,29,42662327.68,Masterclass performance.,0.0
2,2020-02-01,Forward,83.45,3,168,0,0.24824000000000002,28,38887192.32,Workmanlike display.,0.0
2,2020-03-01,Forward,85.01,0,318,0,0.2812,27,38801135.7,Masterclass performance.,0.0
2,2020-04-01,Forward,87.23,3,344,0,0.29248,26,41836302.78,Club will never sell him.,0.0
2,2020-05-01,Forward,82.92,5,310,0,0.5420800000000001,25,36156389.5,Can't stop watching him play.,0.5086
2,2020-06-01,Forward,91.04,4,140,0,0.6761400000000001,24,41823766.08,What a fantastic performance!,0.5983
2,2020-07-01,Forward,88.35,3,287,0,0.01912,23,36389882.8,Jury is still out on him.,0.0
2,2020-08-01,Forward,86.66,5,0,29,0.31304,22,32627684.08,Decent game.,0.0
2,2020-09-01,Forward,90.5,0,323,0,0.13584000000000002,21,38735786.91,Absolute legend.,0.0
2,2020-10-01,Forward,84.29,3,211,0,0.6135,20,36585962.4,What a fantastic performance!,0.5983
2,2020-11-01,Forward,82.78,0,339,0,0.3042,19,35933022.65,Masterclass performance.,0.0
2,2020-12-01,Forward,86.92,4,278,0,0.35896,18,36961608.86,Club will never sell him.,0.0
2,2021-01-01,Forward,87.71,5,321,0,0.45759999999999995,17,35674224.41,Best player in the league!,0.6696
2,2021-02-01,Forward,82.07,2,166,0,-0.021400000000000002,16,32468063.9,Club will never sell him.,0.0
2,2021-03-01,Forward,87.99,0,101,0,0.45986000000000005,15,41043689.15,Solid if not spectacular.,0.1531
2,2021-04-01,Forward,89.46,0,127,0,0.33684,14,38631219.93,Could do better.,0.4404
2,2021-05-01,Forward,82.37,4,126,0,0.19543999999999997,13,34013752.57,Incredible skill and vision.,0.3102
2,2021-06-01,Forward,82.84,0,9,18,0.07658000000000001,12,29113309.72,Solid if not spectacular.,0.1531
2,2021-07-01,Forward,89.37,5,70,9,0.08852,11,33859092.72,Club will never sell him.,0.0
2,2021-08-01,Forward,85.88,3,0,15,0.5865400000000001,10,31031293.54,What a fantastic performance!,0.5983
2,2021-09-01,Forward,86.91,4,251,0,0.57196,9,36728762.55,Can't stop watching him play.,0.5086
2,2021-10-01,Forward,92.57,5,62,0,0.23424,8,38824324.78,Absolute legend.,0.0
2,2021-11-01,Forward,86.97,0,248,0,0.37305999999999995,7,35635344.02,Transfer value skyrocketing!,0.4003
2,2021-12-01,Forward,86.93,3,102,0,0.33896000000000004,6,37102546.3,Decent game.,0.0
2,2022-01-01,Forward,85.03,0,73,14,0.6550400000000001,5,33534407.38,Can't stop watching him play.,0.5086
2,2022-02-01,Forward,88.38,5,136,0,0.6728399999999999,4,35090271.1,Best player in the league!,0.6696
2,2022-03-01,Forward,85.09,0,67,0,0.54894,3,33952315.77,Transfer value skyrocketing!,0.4003
2,2022-04-01,Forward,84.6,3,343,0,0.28325999999999996,2,31915863.59,Transfer value skyrocketing!,0.4003
2,2022-05-01,Forward,83.4,0,145,0,0.50138,1,33059153.23,What a fantastic performance!,0.5983
2,2022-06-01,Forward,88.63,2,52,0,0.7599400000000001,0,36906856.83,Superb form lately.,0.6249
2,2022-07-01,Forward,90.83,2,161,0,0.60076,0,34244559.74,Could do better.,0.4404
2,2022-08-01,Forward,87.81,5,21,0,0.48419999999999996,0,31750060.16,Best player in the league!,0.6696
2,2022-09-01,Forward,91.06,2,67,0,0.64018,0,34671225.0,Transfer value skyrocketing!,0.4003
2,2022-10-01,Forward,91.52,1,187,9,0.51054,0,33791496.87,What a fantastic performance!,0.5983
2,2022-11-01,Forward,88.03,3,131,0,0.0874,0,33766984.42,Jury is still out on him.,0.0
2,2022-12-01,Forward,88.38,0,74,0,0.24464,0,32568945.31,Incredible skill and vision.,0.3102
2,2023-01-01,Forward,88.95,5,0,8,0.08956,0,32026519.9,Club will never sell him.,0.0
2,2023-02-01,Forward,93.73,2,0,13,0.22288000000000002,0,33301231.21,Masterclass performance.,0.0
2,2023-03-01,Forward,87.0,0,316,0,0.63596,0,32689009.94,Best player in the league!,0.6696
2,2023-04-01,Forward,86.76,1,186,0,0.19615999999999997,0,31208043.72,Incredible skill and vision.,0.3102
2,2023-05-01,Forward,84.75,1,205,0,0.30128,0,31955783.52,Absolute legend.,0.0
2,2023-06-01,Forward,94.47,0,16,0,0.7405999999999999,0,34858739.54,Best player in the league!,0.6696
2,2023-07-01,Forward,95.27,2,9,0,0.20132,0,32973446.77,Decent game.,0.0
2,2023-08-01,Forward,95.69,2,100,0,0.35304,0,33435036.91,Incredible skill and vision.,0.3102
2,2023-09-01,Forward,86.54,3,67,0,0.49040000000000006,0,29533275.87,Can't stop watching him play.,0.5086
2,2023-10-01,Forward,87.4,3,272,0,0.22288000000000002,0,30481972.45,Masterclass performance.,0.0
2,2023-11-01,Forward,91.08,0,237,0,0.25192,0,31738172.15,Incredible skill and vision.,0.3102
2,2023-12-01,Forward,93.22,3,179,0,0.44288000000000005,0,32241515.34,Can't stop watching him play.,0.5086
2,2024-01-01,Forward,93.58,5,92,0,0.53048,0,33500388.6,Incredible skill and vision.,0.3102
2,2024-01-01,Forward,87.41,4,207,0,0.30972,0,31175242.48,Decent game.,0.0
2,2024-03-01,Forward,92.05,5,250,0,0.36600000000000005,0,34696014.0,Club will never sell him.,0.0
2,2024-03-01,Forward,90.38,4,337,0,0.33724,0,32635251.85,Incredible skill and vision.,0.3102
2,2024-04-01,Forward,93.43,5,245,0,0.30274,0,32170778.12,Solid if not spectacular.,0.1531
3,2018-07-01,Forward,75.72,0,66,0,0.019520000000000003,48,20078824.79,Club will never sell him.,0.0
3,2018-07-01,Forward,80.3,5,237,0,0.40349999999999997,47,21818947.67,Transfer value skyrocketing!,0.4003
3,2018-08-01,Forward,81.62,1,56,0,0.44883999999999996,46,23479105.27,Best player in the league!,0.6696
3,2018-09-01,Forward,80.85,1,74,0,0.11220000000000002,45,22470675.22,Club will never sell him.,0.0
3,2018-10-01,Forward,77.64,3,146,0,-0.15496000000000001,44,20652169.32,Should be benched.,0.0
3,2018-11-01,Forward,82.66,0,0,18,0.46140000000000003,43,20781917.29,Can't stop watching him play.,0.5086
3,2018-12-01,Forward,77.94,2,294,0,0.23728,42,23003997.57,Should be benched.,0.0
3,2019-01-01,Forward,82.11,4,137,0,-0.06148000000000001,41,21869322.1,Masterclass performance.,0.0
3,2019-02-01,Forward,78.74,1,231,0,0.24624000000000004,40,21407017.75,Can't stop watching him play.,0.5086
3,2019-03-01,Forward,80.57,4,333,0,0.07248,39,21243537.88,Workmanlike display.,0.0
3,2019-04-01,Forward,81.93,0,302,0,0.01992,38,21599868.53,Club will never sell him.,0.0
3,2019-05-01,Forward,77.65,4,161,0,0.1004,37,20533255.21,Jury is still out on him.,0.0
3,2019-06-01,Forward,80.7,5,330,0,0.22573999999999997,36,20208251.23,Transfer value skyrocketing!,0.4003
3,2019-07-01,Forward,83.62,2,189,0,0.4239200000000001,35,23122259.44,Can't stop watching him play.,0.5086
3,2019-08-01,Forward,75.53,4,31,0,-0.15905999999999998,34,19984667.83,Badly out of form.,-0.4767
3,2019-09-01,Forward,79.83,3,259,0,0.2512,33,20136918.04,Incredible skill and vision.,0.3102
3,2019-10-01,Forward,82.06,0,180,0,0.49666,32,21735168.3,What a fantastic performance!,0.5983
3,2019-11-01,Forward,83.39,2,63,0,0.63676,31,22528898.63,Can't stop watching him play.,0.5086
3,2019-12-01,Forward,77.01,4,193,0,0.27732000000000007,30,18831560.02,Can't stop watching him play.,0.5086
3,2020-01-01,Forward,80.49,5,32,0,0.62682,29,22717533.07,Superb form lately.,0.6249
3,2020-02-01,Forward,84.37,0,335,0,0.38256,28,23697930.61,Incredible skill and vision.,0.3102
3,2020-03-01,Forward,80.38,0,76,0,0.28598,27,20912278.68,Transfer value skyrocketing!,0.4003
3,2020-04-01,Forward,77.13,5,151,0,0.07864,26,19799764.82,Decent game.,0.0
3,2020-05-01,Forward,75.49,4,207,0,0.32004,25,19676930.99,Incredible skill and vision.,0.3102
3,2020-06-01,Forward,86.73,2,146,0,0.23784000000000002,24,21839301.1,Absolute legend.,0.0
3,2020-07-01,Forward,84.05,5,155,0,0.6397,23,22532490.82,Superb form lately.,0.6249
3,2020-08-01,Forward,84.22,0,246,0,0.062439999999999996,22,19877034.89,Masterclass performance.,0.0
3,2020-09-01,Forward,81.06,4,0,22,0.43135999999999997,21,18304632.36,Incredible skill and vision.,0.3102
3,2020-10-01,Forward,83.3,4,295,0,0.5941000000000001,20,21525815.13,Superb form lately.,0.6249
3,2020-11-01,Forward,80.86,0,343,0,0.047240000000000004,19,19429259.86,Absolute legend.,0.0
3,2020-12-01,Forward,77.46,5,101,0,-0.38402,18,18520030.38,Always getting injured.,-0.4019
3,2021-01-01,Forward,81.82,5,227,0,0.3446,17,19824642.5,Can't stop watching him play.,0.5086
3,2021-02-01,Forward,79.74,0,147,0,0.36522000000000004,16,19483541.35,What a fantastic performance!,0.5983
3,2021-03-01,Forward,79.86,5,25,0,-0.11448000000000001,15,19772066.86,Average performance.,0.0
3,2021-04-01,Forward,79.56,2,162,0,0.40288,14,19167298.23,Can't stop watching him play.,0.5086
3,2021-05-01,Forward,77.42,4,243,0,0.23234000000000002,13,19096497.19,What a fantastic performance!,0.5983
3,2021-06-01,Forward,79.87,3,318,0,0.6271599999999999,12,20391682.58,Best player in the league!,0.6696
3,2021-07-01,Forward,86.94,4,2,0,0.5407,11,21611310.41,Transfer value skyrocketing!,0.4003
3,2021-08-01,Forward,84.98,4,140,0,0.42460000000000003,10,20867105.74,Can't stop watching him play.,0.5086
3,2021-09-01,Forward,86.21,0,317,0,0.59198,9,20225776.0,Superb form lately.,0.6249
3,2021-10-01,Forward,82.96,4,162,0,0.43854000000000004,8,19212864.59,What a fantastic performance!,0.5983
3,2021-11-01,Forward,84.31,4,305,0,0.31411999999999995,7,20476176.29,Incredible skill and vision.,0.3102
3,2021-12-01,Forward,83.95,1,166,0,0.6893,6,20030474.44,Superb form lately.,0.6249
3,2022-01-01,Forward,84.01,0,210,0,0.033760000000000005,5,18968626.07,Absolute legend.,0.0
3,2022-02-01,Forward,79.65,1,144,9,0.54494,4,18857221.52,What a fantastic performance!,0.5983
3,2022-03-01,Forward,83.97,3,0,21,0.00248,3,16546858.24,Workmanlike display.,0.0
3,2022-04-01,Forward,84.12,2,349,0,0.0444,2,18923653.63,Club will never sell him.,0.0
3,2022-05-01,Forward,84.78,5,76,0,0.07304000000000001,1,19761676.53,Masterclass performance.,0.0
3,2022-06-01,Forward,83.11,4,0,22,0.5166000000000001,0,17387219.26,Can't stop watching him play.,0.5086
3,2022-07-01,Forward,85.26,2,93,0,0.65598,0,19233319.61,What a fantastic performance!,0.5983
3,2022-08-01,Forward,83.95,5,61,0,0.52762,0,18958345.4,Superb form lately.,0.6249
3,2022-09-01,Forward,87.48,4,272,0,0.21984,0,19789755.62,Decent game.,0.0
3,2022-10-01,Forward,83.41,1,179,0,0.36986,0,17445950.38,Superb form lately.,0.6249
3,2022-11-01,Forward,87.65,4,27,0,0.2166,0,20036268.77,Incredible skill and vision.,0.3102
3,2022-12-01,Forward,83.17,1,194,0,0.25928,0,18945742.22,Masterclass performance.,0.0
3,2023-01-01,Forward,83.3,3,274,0,0.50242,0,19185997.55,Superb form lately.,0.6249
3,2023-02-01,Forward,86.18,5,78,0,0.6095599999999999,0,19567480.93,Best player in the league!,0.6696
